x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
5	0	nan	nan	1.069e+00	1.069e+00	1.069e+00
5	1	nan	nan	7.766e-01	7.209e-01	7.209e-01
5	2	nan	6.977e-01	3.605e-01	3.605e-01	3.256e-01
5	3	nan	7.791e-01	1.977e-01	1.977e-01	1.915e-01
5	4	nan	3.023e-01	2.907e-01	1.744e-01	1.047e-01
5	5	6.047e-01	5.581e-01	5.581e-01	4.651e-02	4.444e-02
5	6	9.767e-01	5.362e-01	1.512e-01	1.512e-01	8.511e-02
5	7	9.124e-01	5.000e-01	5.000e-01	5.000e-01	3.971e-01
5	8	nan	7.945e-01	7.879e-01	7.227e-01	7.165e-01
5	9	nan	nan	nan	9.375e-01	9.375e-01
6	0	nan	nan	1.244e+00	1.244e+00	1.133e+00
6	1	9.302e-01	6.667e-01	6.667e-01	6.667e-01	6.667e-01
6	2	7.674e-01	7.093e-01	6.279e-01	5.417e-01	2.766e-01
6	3	1.977e-01	1.977e-01	1.977e-01	1.977e-01	1.977e-01
6	4	nan	2.558e-01	1.860e-01	1.512e-01	1.512e-01
6	5	5.938e-01	4.419e-01	9.302e-02	9.302e-02	9.302e-02
6	6	nan	5.634e-01	4.667e-01	1.000e-01	1.000e-01
6	7	8.550e-01	5.078e-01	5.078e-01	5.078e-01	4.701e-01
6	8	nan	7.170e-01	6.129e-01	6.129e-01	6.129e-01
6	9	nan	nan	1.018e+00	1.018e+00	9.308e-01
7	0	nan	nan	8.605e-01	8.605e-01	8.605e-01
7	1	nan	8.605e-01	8.256e-01	7.326e-01	6.458e-01
7	2	nan	7.093e-01	5.930e-01	4.535e-01	4.535e-01
7	3	6.512e-01	5.698e-01	3.721e-01	3.605e-01	3.605e-01
7	4	nan	4.535e-01	3.140e-01	3.140e-01	3.140e-01
7	5	1.047e+00	4.100e-01	4.100e-01	4.100e-01	4.100e-01
7	6	1.233e+00	5.392e-01	5.096e-01	5.085e-01	4.537e-01
7	7	8.904e-01	7.164e-01	6.765e-01	6.410e-01	5.000e-01
7	8	9.589e-01	9.000e-01	7.899e-01	7.899e-01	7.563e-01
7	9	nan	1.054e+00	1.054e+00	9.897e-01	9.897e-01
8	0	nan	nan	1.244e+00	8.721e-01	8.721e-01
8	1	nan	8.140e-01	7.674e-01	7.674e-01	7.326e-01
8	2	9.070e-01	7.209e-01	6.977e-01	6.977e-01	5.833e-01
8	3	1.081e+00	6.744e-01	4.070e-01	3.140e-01	3.023e-01
8	4	1.198e+00	5.465e-01	4.651e-01	3.140e-01	3.023e-01
8	5	7.895e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01
8	6	1.000e+00	7.222e-01	4.804e-01	4.804e-01	4.804e-01
8	7	7.911e-01	7.911e-01	6.567e-01	6.567e-01	6.567e-01
8	8	nan	1.098e+00	1.070e+00	1.050e+00	8.268e-01
8	9	nan	nan	nan	1.075e+00	1.049e+00
9	0	1.023e+00	1.023e+00	1.023e+00	1.023e+00	1.023e+00
9	1	nan	8.140e-01	8.140e-01	8.140e-01	8.140e-01
9	2	nan	6.977e-01	6.977e-01	6.977e-01	6.512e-01
9	3	9.186e-01	5.930e-01	5.000e-01	5.000e-01	5.000e-01
9	4	8.953e-01	5.465e-01	5.465e-01	5.465e-01	5.116e-01
9	5	8.140e-01	6.395e-01	6.395e-01	6.395e-01	6.395e-01
9	6	8.721e-01	8.721e-01	8.721e-01	8.721e-01	8.721e-01
9	7	1.023e+00	9.884e-01	9.884e-01	9.419e-01	9.419e-01
9	8	1.128e+00	1.128e+00	1.128e+00	1.128e+00	1.128e+00
9	9	nan	nan	nan	nan	nan
