x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
5	2	nan	7.442e-01	7.442e-01	4.302e-01	3.256e-01
5	3	nan	7.791e-01	1.556e-01	1.556e-01	1.556e-01
5	4	nan	2.907e-01	2.553e-01	1.163e-01	1.163e-01
5	5	nan	1.744e-01	1.047e-01	5.814e-02	5.556e-02
5	6	nan	4.231e-01	2.333e-01	2.333e-01	2.333e-01
5	7	9.767e-01	5.070e-01	4.776e-01	4.776e-01	4.225e-01
5	8	nan	8.701e-01	7.944e-01	7.636e-01	6.636e-01
5	9	nan	nan	nan	nan	9.179e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	8.140e-01	8.047e-01	8.047e-01	7.674e-01
6	2	nan	6.395e-01	6.395e-01	5.556e-01	5.556e-01
6	3	nan	5.100e-01	2.093e-01	2.093e-01	2.093e-01
6	4	6.047e-01	6.047e-01	1.556e-01	1.556e-01	1.556e-01
6	5	9.535e-01	1.047e-01	1.047e-01	1.000e-01	9.302e-02
6	6	6.444e-01	4.727e-01	2.111e-01	1.512e-01	1.512e-01
6	7	7.628e-01	6.197e-01	4.925e-01	4.925e-01	4.925e-01
6	8	nan	7.904e-01	7.904e-01	7.353e-01	6.796e-01
6	9	nan	nan	1.036e+00	1.036e+00	8.540e-01
7	0	nan	1.291e+00	1.291e+00	1.061e+00	1.059e+00
7	1	nan	7.674e-01	6.395e-01	6.395e-01	6.395e-01
7	2	nan	6.512e-01	5.930e-01	5.930e-01	4.651e-01
7	3	1.031e+00	6.512e-01	5.814e-01	4.302e-01	4.302e-01
7	4	6.797e-01	2.674e-01	2.674e-01	2.674e-01	2.674e-01
7	5	9.070e-01	4.792e-01	3.478e-01	3.478e-01	3.478e-01
7	6	6.628e-01	5.965e-01	3.854e-01	3.854e-01	3.750e-01
7	7	8.314e-01	7.000e-01	5.926e-01	5.926e-01	5.926e-01
7	8	1.221e+00	6.942e-01	6.942e-01	6.850e-01	6.850e-01
7	9	nan	nan	1.036e+00	1.036e+00	9.869e-01
8	0	1.267e+00	1.267e+00	1.267e+00	1.204e+00	1.204e+00
8	1	nan	8.372e-01	8.140e-01	7.326e-01	7.326e-01
8	2	1.035e+00	9.070e-01	8.256e-01	5.400e-01	5.400e-01
8	3	1.035e+00	8.372e-01	5.100e-01	5.000e-01	4.651e-01
8	4	nan	5.667e-01	4.070e-01	4.070e-01	4.000e-01
8	5	9.884e-01	5.667e-01	5.000e-01	4.419e-01	4.419e-01
8	6	7.333e-01	5.818e-01	5.818e-01	5.377e-01	5.091e-01
8	7	1.128e+00	6.508e-01	6.508e-01	6.364e-01	5.965e-01
8	8	1.167e+00	1.038e+00	9.457e-01	9.457e-01	8.458e-01
8	9	nan	nan	nan	1.002e+00	1.002e+00
9	0	1.023e+00	1.023e+00	1.023e+00	1.023e+00	1.023e+00
9	1	nan	nan	8.140e-01	8.140e-01	8.140e-01
9	2	nan	6.977e-01	6.860e-01	6.395e-01	6.395e-01
9	3	8.372e-01	6.047e-01	5.581e-01	5.000e-01	5.000e-01
9	4	nan	5.000e-01	5.000e-01	5.000e-01	5.000e-01
9	5	8.605e-01	8.140e-01	6.512e-01	5.581e-01	5.581e-01
9	6	8.721e-01	8.721e-01	8.721e-01	8.721e-01	8.721e-01
9	7	1.023e+00	1.023e+00	1.023e+00	9.884e-01	8.235e-01
9	8	1.163e+00	1.163e+00	1.128e+00	1.085e+00	1.079e+00
9	9	nan	nan	nan	1.133e+00	1.133e+00
