x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
5	0	nan	nan	nan	nan	1.163e+00
5	1	nan	nan	nan	nan	1.185e+00
5	2	nan	nan	4.302e-01	4.302e-01	3.605e-01
5	3	nan	6.596e-01	3.140e-01	3.140e-01	1.444e-01
5	4	nan	2.209e-01	2.093e-01	1.512e-01	1.279e-01
5	5	nan	3.000e-01	1.977e-01	1.512e-01	9.302e-02
5	6	nan	4.239e-01	3.500e-01	2.093e-01	1.327e-01
5	7	nan	6.346e-01	6.346e-01	5.515e-01	4.776e-01
5	8	nan	8.272e-01	7.128e-01	7.128e-01	7.114e-01
5	9	nan	nan	nan	1.061e+00	1.038e+00
6	0	nan	nan	1.221e+00	1.221e+00	1.221e+00
6	1	nan	7.558e-01	7.558e-01	6.977e-01	6.977e-01
6	2	nan	7.209e-01	3.721e-01	3.721e-01	3.721e-01
6	3	8.256e-01	3.372e-01	3.372e-01	2.143e-01	2.143e-01
6	4	4.651e-01	4.651e-01	1.744e-01	1.744e-01	1.444e-01
6	5	nan	4.419e-01	3.667e-01	2.442e-01	2.093e-01
6	6	1.058e+00	3.488e-01	2.558e-01	2.558e-01	2.558e-01
6	7	1.142e+00	7.126e-01	5.672e-01	4.365e-01	4.365e-01
6	8	1.085e+00	8.142e-01	7.458e-01	7.458e-01	7.090e-01
6	9	nan	nan	1.046e+00	9.031e-01	9.031e-01
7	0	nan	1.233e+00	1.233e+00	1.233e+00	9.196e-01
7	1	nan	7.000e-01	7.000e-01	7.000e-01	6.279e-01
7	2	nan	8.023e-01	4.651e-01	4.535e-01	4.535e-01
7	3	7.791e-01	4.302e-01	3.837e-01	3.837e-01	2.791e-01
7	4	2.791e-01	2.791e-01	2.326e-01	2.326e-01	2.326e-01
7	5	7.283e-01	3.958e-01	3.958e-01	3.958e-01	1.512e-01
7	6	5.698e-01	5.698e-01	4.200e-01	4.200e-01	4.200e-01
7	7	1.227e+00	6.118e-01	6.118e-01	6.118e-01	6.118e-01
7	8	1.174e+00	7.833e-01	7.833e-01	7.833e-01	7.117e-01
7	9	nan	1.033e+00	1.033e+00	9.208e-01	9.208e-01
8	0	nan	1.244e+00	1.244e+00	1.244e+00	1.244e+00
8	1	8.837e-01	8.023e-01	8.023e-01	8.023e-01	7.442e-01
8	2	9.070e-01	6.047e-01	6.047e-01	6.047e-01	4.694e-01
8	3	6.512e-01	4.186e-01	4.186e-01	4.070e-01	3.488e-01
8	4	9.302e-01	5.000e-01	5.000e-01	4.651e-01	3.023e-01
8	5	9.535e-01	5.000e-01	5.000e-01	5.000e-01	5.000e-01
8	6	8.837e-01	8.800e-01	5.857e-01	5.606e-01	5.093e-01
8	7	1.101e+00	8.750e-01	8.311e-01	7.882e-01	6.324e-01
8	8	1.281e+00	1.064e+00	9.744e-01	9.110e-01	8.346e-01
8	9	nan	nan	nan	1.121e+00	1.062e+00
9	0	1.023e+00	1.023e+00	1.023e+00	1.023e+00	1.023e+00
9	1	nan	8.140e-01	8.140e-01	8.140e-01	8.140e-01
9	2	9.651e-01	9.419e-01	6.977e-01	6.977e-01	6.860e-01
9	3	1.035e+00	6.047e-01	6.047e-01	5.930e-01	5.930e-01
9	4	7.209e-01	5.698e-01	5.116e-01	5.000e-01	5.000e-01
9	5	9.070e-01	8.140e-01	8.140e-01	8.140e-01	7.339e-01
9	6	8.721e-01	8.721e-01	8.721e-01	8.721e-01	6.212e-01
9	7	1.023e+00	9.419e-01	9.043e-01	9.043e-01	8.788e-01
9	8	1.128e+00	1.128e+00	1.128e+00	1.092e+00	1.090e+00
9	9	nan	nan	nan	nan	nan
