x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
5	3	nan	7.639e-01	7.639e-01	7.083e-01	6.181e-01
5	4	nan	6.528e-01	6.528e-01	5.903e-01	5.903e-01
5	5	7.153e-01	6.667e-01	5.903e-01	5.903e-01	5.903e-01
5	6	nan	6.597e-01	6.181e-01	6.181e-01	6.181e-01
5	7	nan	7.083e-01	7.083e-01	7.083e-01	7.083e-01
5	8	nan	9.704e-01	9.190e-01	9.009e-01	8.750e-01
5	9	nan	nan	nan	1.071e+00	1.016e+00
6	0	nan	nan	9.514e-01	7.014e-01	7.014e-01
6	1	8.056e-01	8.056e-01	7.500e-01	7.500e-01	6.250e-01
6	2	nan	7.222e-01	6.528e-01	6.250e-01	6.250e-01
6	3	nan	7.569e-01	6.458e-01	6.042e-01	6.042e-01
6	4	7.153e-01	6.250e-01	5.903e-01	5.764e-01	5.694e-01
6	5	7.708e-01	5.903e-01	5.903e-01	5.903e-01	5.764e-01
6	6	nan	6.042e-01	5.833e-01	5.764e-01	5.764e-01
6	7	9.583e-01	6.667e-01	6.667e-01	6.250e-01	6.250e-01
6	8	9.565e-01	8.818e-01	8.472e-01	7.431e-01	7.431e-01
6	9	nan	1.041e+00	1.033e+00	1.024e+00	9.613e-01
7	0	nan	nan	nan	7.431e-01	7.431e-01
7	1	7.153e-01	7.153e-01	7.153e-01	6.875e-01	6.875e-01
7	2	nan	7.153e-01	6.806e-01	6.458e-01	6.389e-01
7	3	6.597e-01	6.597e-01	6.458e-01	5.903e-01	5.903e-01
7	4	7.361e-01	6.181e-01	6.181e-01	5.625e-01	5.556e-01
7	5	7.500e-01	6.042e-01	5.903e-01	5.694e-01	5.625e-01
7	6	nan	5.833e-01	5.556e-01	5.556e-01	5.556e-01
7	7	7.917e-01	6.597e-01	5.903e-01	5.903e-01	5.903e-01
7	8	nan	7.917e-01	7.500e-01	7.500e-01	7.500e-01
7	9	nan	nan	1.005e+00	1.005e+00	1.005e+00
8	0	nan	nan	7.986e-01	7.431e-01	7.431e-01
8	1	nan	7.500e-01	7.431e-01	7.014e-01	7.014e-01
8	2	nan	7.222e-01	7.014e-01	7.014e-01	7.014e-01
8	3	8.333e-01	6.875e-01	6.528e-01	6.528e-01	6.528e-01
8	4	8.403e-01	6.528e-01	6.528e-01	6.528e-01	6.528e-01
8	5	6.806e-01	6.458e-01	5.833e-01	5.833e-01	5.833e-01
8	6	6.736e-01	6.458e-01	6.042e-01	5.972e-01	5.486e-01
8	7	7.222e-01	6.319e-01	6.319e-01	6.319e-01	6.042e-01
8	8	1.131e+00	8.194e-01	7.639e-01	7.639e-01	7.569e-01
8	9	nan	nan	nan	1.072e+00	1.032e+00
9	0	9.861e-01	9.861e-01	9.861e-01	9.861e-01	8.958e-01
9	1	8.125e-01	8.125e-01	8.125e-01	7.986e-01	7.986e-01
9	2	nan	8.056e-01	7.708e-01	7.708e-01	7.708e-01
9	3	8.264e-01	7.708e-01	7.708e-01	7.292e-01	7.014e-01
9	4	8.194e-01	7.569e-01	7.569e-01	7.014e-01	7.014e-01
9	5	8.194e-01	7.292e-01	7.292e-01	7.292e-01	7.292e-01
9	6	7.847e-01	6.944e-01	6.944e-01	6.944e-01	6.944e-01
9	7	7.778e-01	6.944e-01	6.597e-01	6.597e-01	6.458e-01
9	8	8.264e-01	7.500e-01	7.500e-01	7.222e-01	7.222e-01
9	9	nan	nan	nan	nan	nan
