x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
5	3	nan	5.600e-01	2.755e-01	2.558e-01	1.444e-01
5	4	nan	2.093e-01	2.093e-01	1.047e-01	1.047e-01
5	5	6.860e-01	5.784e-01	4.651e-02	4.651e-02	4.444e-02
5	6	6.268e-01	1.512e-01	1.512e-01	1.512e-01	1.512e-01
5	7	nan	5.781e-01	5.781e-01	4.911e-01	4.911e-01
5	8	1.035e+00	7.793e-01	7.575e-01	7.575e-01	6.436e-01
5	9	nan	nan	nan	nan	nan
6	0	nan	nan	1.221e+00	1.221e+00	1.221e+00
6	1	9.535e-01	7.326e-01	7.326e-01	7.326e-01	7.326e-01
6	2	nan	4.600e-01	4.600e-01	4.600e-01	4.600e-01
6	3	nan	5.000e-01	3.721e-01	3.721e-01	3.000e-01
6	4	nan	3.488e-01	2.791e-01	1.444e-01	1.444e-01
6	5	4.884e-01	3.605e-01	3.605e-01	8.889e-02	8.889e-02
6	6	6.607e-01	5.556e-01	4.468e-01	1.000e-01	1.000e-01
6	7	nan	6.667e-01	5.845e-01	5.424e-01	4.595e-01
6	8	nan	7.688e-01	7.688e-01	7.500e-01	7.500e-01
6	9	nan	nan	1.022e+00	9.369e-01	9.369e-01
7	0	nan	1.233e+00	1.233e+00	1.198e+00	1.198e+00
7	1	7.791e-01	7.791e-01	7.674e-01	7.442e-01	7.442e-01
7	2	4.535e-01	4.535e-01	4.535e-01	4.535e-01	4.535e-01
7	3	8.953e-01	6.196e-01	6.047e-01	2.558e-01	2.558e-01
7	4	6.019e-01	5.556e-01	2.791e-01	2.326e-01	2.326e-01
7	5	9.884e-01	3.953e-01	3.953e-01	1.512e-01	1.512e-01
7	6	1.058e+00	5.932e-01	5.154e-01	5.000e-01	4.694e-01
7	7	1.030e+00	6.197e-01	5.597e-01	5.385e-01	4.855e-01
7	8	1.082e+00	8.281e-01	8.258e-01	7.569e-01	7.452e-01
7	9	nan	9.863e-01	9.863e-01	9.863e-01	9.863e-01
8	0	nan	nan	nan	8.721e-01	8.721e-01
8	1	nan	8.372e-01	8.372e-01	8.140e-01	7.442e-01
8	2	1.035e+00	9.186e-01	9.070e-01	7.093e-01	5.638e-01
8	3	1.640e+00	6.744e-01	6.279e-01	5.814e-01	3.488e-01
8	4	1.151e+00	5.233e-01	5.233e-01	3.140e-01	3.023e-01
8	5	8.837e-01	6.196e-01	5.000e-01	5.000e-01	5.000e-01
8	6	9.651e-01	6.132e-01	5.319e-01	5.317e-01	5.154e-01
8	7	nan	5.435e-01	5.435e-01	5.435e-01	5.435e-01
8	8	nan	1.100e+00	1.000e+00	9.080e-01	7.479e-01
8	9	nan	nan	nan	1.186e+00	1.084e+00
9	0	1.023e+00	1.023e+00	1.023e+00	1.023e+00	1.023e+00
9	1	nan	8.140e-01	8.140e-01	8.140e-01	8.140e-01
9	2	nan	9.651e-01	5.581e-01	5.581e-01	5.581e-01
9	3	1.035e+00	5.930e-01	5.930e-01	4.651e-01	4.651e-01
9	4	nan	4.651e-01	4.651e-01	4.651e-01	4.535e-01
9	5	9.070e-01	8.140e-01	7.093e-01	6.977e-01	6.977e-01
9	6	8.721e-01	8.721e-01	8.721e-01	8.721e-01	8.721e-01
9	7	1.023e+00	9.767e-01	9.767e-01	9.767e-01	9.063e-01
9	8	nan	1.128e+00	1.128e+00	1.128e+00	1.128e+00
9	9	nan	nan	nan	nan	nan
