x	y	progress.rate.q.0.05.0.00.quality	progress.rate.q.0.05.0.10.quality	progress.rate.q.0.05.0.25.quality	progress.rate.q.0.05.0.50.quality	progress.rate.q.0.05.1.00.quality
5	3	6.860e-01	2.558e-01	2.558e-01	1.977e-01	1.977e-01
5	4	nan	2.442e-01	1.395e-01	1.395e-01	1.395e-01
5	5	nan	6.047e-01	5.179e-01	1.429e-01	1.047e-01
5	6	nan	4.286e-01	4.286e-01	3.846e-01	2.021e-01
5	7	9.127e-01	7.083e-01	6.267e-01	6.267e-01	5.379e-01
5	8	nan	7.821e-01	7.821e-01	7.393e-01	6.830e-01
5	9	nan	nan	nan	nan	9.129e-01
6	0	nan	nan	nan	nan	nan
6	1	nan	nan	7.907e-01	7.907e-01	7.907e-01
6	2	nan	7.442e-01	6.279e-01	5.000e-01	5.000e-01
6	3	7.791e-01	3.605e-01	3.605e-01	2.326e-01	2.326e-01
6	4	2.558e-01	2.442e-01	1.860e-01	1.744e-01	1.744e-01
6	5	8.140e-01	5.417e-01	3.917e-01	2.778e-01	2.442e-01
6	6	7.214e-01	4.286e-01	4.286e-01	3.879e-01	1.531e-01
6	7	nan	6.310e-01	6.000e-01	5.313e-01	5.313e-01
6	8	8.690e-01	8.611e-01	6.806e-01	6.806e-01	6.636e-01
6	9	nan	1.084e+00	9.326e-01	9.233e-01	9.200e-01
7	0	nan	nan	nan	8.605e-01	8.605e-01
7	1	nan	1.214e+00	6.395e-01	6.279e-01	6.279e-01
7	2	nan	7.907e-01	5.930e-01	5.930e-01	4.651e-01
7	3	nan	4.186e-01	3.605e-01	2.791e-01	2.791e-01
7	4	9.884e-01	3.256e-01	3.256e-01	3.256e-01	2.326e-01
7	5	5.800e-01	4.615e-01	4.615e-01	4.615e-01	4.186e-01
7	6	1.105e+00	5.000e-01	4.135e-01	4.135e-01	3.879e-01
7	7	1.069e+00	6.970e-01	6.731e-01	6.364e-01	4.554e-01
7	8	1.182e+00	6.722e-01	6.722e-01	6.722e-01	6.722e-01
7	9	nan	1.092e+00	1.048e+00	1.025e+00	1.025e+00
8	0	nan	nan	nan	1.221e+00	1.213e+00
8	1	nan	8.140e-01	7.326e-01	7.326e-01	7.326e-01
8	2	9.070e-01	6.300e-01	6.300e-01	6.300e-01	5.638e-01
8	3	8.953e-01	4.651e-01	4.651e-01	3.023e-01	3.023e-01
8	4	nan	5.000e-01	4.186e-01	4.186e-01	4.186e-01
8	5	9.535e-01	6.279e-01	5.000e-01	5.000e-01	4.535e-01
8	6	9.884e-01	7.300e-01	5.660e-01	5.660e-01	5.660e-01
8	7	1.140e+00	8.611e-01	5.806e-01	5.806e-01	5.806e-01
8	8	nan	1.024e+00	9.063e-01	8.491e-01	8.305e-01
8	9	nan	nan	1.042e+00	1.042e+00	1.042e+00
9	0	1.023e+00	1.023e+00	1.023e+00	1.023e+00	1.023e+00
9	1	9.651e-01	9.651e-01	8.140e-01	8.140e-01	8.140e-01
9	2	6.977e-01	6.977e-01	6.977e-01	6.977e-01	6.977e-01
9	3	6.395e-01	5.930e-01	5.000e-01	5.000e-01	5.000e-01
9	4	5.930e-01	5.698e-01	5.465e-01	5.465e-01	5.465e-01
9	5	9.070e-01	8.140e-01	6.667e-01	4.070e-01	4.070e-01
9	6	9.419e-01	7.712e-01	7.712e-01	7.467e-01	7.246e-01
9	7	1.023e+00	1.023e+00	9.884e-01	8.600e-01	8.084e-01
9	8	nan	1.128e+00	1.128e+00	1.098e+00	1.080e+00
9	9	nan	1.628e+00	1.151e+00	1.151e+00	1.091e+00
