quality.first.agent.velocity.x	progress.rate.q.0.05.0.00.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.00.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.00.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.00.mids.quality.first.agent.avg.power	progress.rate.q.0.05.0.00.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.00.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.00.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.00.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.00.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.10.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.10.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.10.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.10.mids.quality.first.agent.avg.power	progress.rate.q.0.05.0.10.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.10.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.10.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.10.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.10.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.25.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.25.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.25.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.25.mids.quality.first.agent.avg.power	progress.rate.q.0.05.0.25.mids.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.25.mids.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.25.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.25.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.25.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.50.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.0.50.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.50.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.0.50.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.0.50.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.0.50.lasts.quality.first.agent.avg.power.max	progress.rate.q.0.05.1.00.firsts.quality.first.agent.avg.power	progress.rate.q.0.05.1.00.firsts.quality.first.agent.avg.power.min	progress.rate.q.0.05.1.00.firsts.quality.first.agent.avg.power.max	progress.rate.q.0.05.1.00.lasts.quality.first.agent.avg.power	progress.rate.q.0.05.1.00.lasts.quality.first.agent.avg.power.min	progress.rate.q.0.05.1.00.lasts.quality.first.agent.avg.power.max
4.041e-02	nan	nan	nan	1.032e+00	1.032e+00	1.032e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.065e-02	nan	nan	nan	1.440e+00	1.440e+00	1.440e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.163e-02	nan	nan	nan	1.113e+00	1.113e+00	1.113e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.259e-02	nan	nan	nan	3.463e+00	3.463e+00	3.463e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.407e-02	nan	nan	nan	8.856e-01	8.856e-01	8.856e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.911e-02	nan	nan	nan	9.489e-01	9.489e-01	9.489e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.226e-02	nan	nan	nan	9.852e-01	9.852e-01	9.852e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.693e-02	nan	nan	nan	5.478e-01	5.478e-01	5.478e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.235e-02	nan	nan	nan	8.241e-01	8.241e-01	8.241e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8.774e-02	nan	nan	nan	1.492e+00	1.492e+00	1.492e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9.064e-02	nan	nan	nan	2.007e+00	2.007e+00	2.007e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.016e-01	nan	nan	nan	1.758e+00	1.758e+00	1.758e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.039e-01	nan	nan	nan	2.486e+00	2.486e+00	2.486e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.221e-01	nan	nan	nan	6.709e-01	6.709e-01	6.709e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.481e-01	nan	nan	nan	1.875e+00	1.875e+00	1.875e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.275e-01	nan	nan	nan	9.434e-01	9.434e-01	9.434e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.657e-01	nan	nan	nan	1.076e+00	1.076e+00	1.076e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-1.289e-01	nan	nan	nan	nan	nan	nan	1.072e+00	1.072e+00	1.072e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.161e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan
3.833e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.566e-01	1.566e-01	1.566e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.566e-01	1.566e-01	1.566e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
8.423e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.913e-01	1.913e-01	1.913e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.913e-01	1.913e-01	1.913e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.156e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.960e-01	1.960e-01	1.960e-01	nan	nan	nan	nan	nan	nan	1.960e-01	1.960e-01	1.960e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.192e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.232e-01	3.232e-01	3.232e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.232e-01	3.232e-01	3.232e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.852e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.883e-01	3.883e-01	3.883e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.883e-01	3.883e-01	3.883e-01	nan	nan	nan	nan	nan	nan	3.883e-01	3.883e-01	3.883e-01	nan	nan	nan	nan	nan	nan
2.874e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.179e-01	5.179e-01	5.179e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.179e-01	5.179e-01	5.179e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.461e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.356e-01	9.356e-01	9.356e-01	nan	nan	nan	nan	nan	nan	9.356e-01	9.356e-01	9.356e-01	nan	nan	nan	nan	nan	nan	9.356e-01	9.356e-01	9.356e-01	nan	nan	nan	nan	nan	nan	9.356e-01	9.356e-01	9.356e-01
6.667e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.869e-01	9.869e-01	9.869e-01	nan	nan	nan	nan	nan	nan	9.869e-01	9.869e-01	9.869e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.869e-01	9.869e-01	9.869e-01	nan	nan	nan	nan	nan	nan
-3.686e-06	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
0.000e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.575e-09	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan	0.000e+00	0.000e+00	0.000e+00	nan	nan	nan	nan	nan	nan
4.347e-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.600e-01	1.600e-01	1.600e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.600e-01	1.600e-01	1.600e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.401e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.668e-01	1.668e-01	1.668e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.549e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.666e-01	1.666e-01	1.666e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.666e-01	1.666e-01	1.666e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.874e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.979e-01	1.979e-01	1.979e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.998e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.412e-02	9.412e-02	9.412e-02	nan	nan	nan	nan	nan	nan	9.412e-02	9.412e-02	9.412e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.286e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.810e-01	2.810e-01	2.810e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.082e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.315e-01	2.315e-01	2.315e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.246e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.839e-01	2.839e-01	2.839e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.769e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.853e-01	2.853e-01	2.853e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.711e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.515e-01	3.515e-01	3.515e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.041e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.525e-01	3.525e-01	3.525e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.766e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.849e-01	2.849e-01	2.849e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.887e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.628e-01	3.628e-01	3.628e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.068e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.248e-01	4.248e-01	4.248e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.131e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.503e-01	3.503e-01	3.503e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.185e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.184e-01	2.184e-01	2.184e-01	nan	nan	nan	nan	nan	nan	2.184e-01	2.184e-01	2.184e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.341e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.739e-01	3.739e-01	3.739e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
7.708e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.618e-01	3.618e-01	3.618e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.196e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.013e-01	4.013e-01	4.013e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.379e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.280e-01	4.280e-01	4.280e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.764e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.289e-01	5.289e-01	5.289e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.775e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.108e-01	4.108e-01	4.108e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.779e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.680e-01	5.680e-01	5.680e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.893e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.624e-01	5.624e-01	5.624e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.896e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.438e-01	6.438e-01	6.438e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.931e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.826e-01	6.826e-01	6.826e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.020e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.688e-01	5.688e-01	5.688e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.262e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.201e-01	6.201e-01	6.201e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.268e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.210e-01	6.210e-01	6.210e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.610e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.946e-01	4.946e-01	4.946e-01	nan	nan	nan	nan	nan	nan	4.946e-01	4.946e-01	4.946e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.612e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.521e-01	6.521e-01	6.521e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.850e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.628e-01	6.628e-01	6.628e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.238e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.816e-01	7.816e-01	7.816e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.265e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.757e-01	6.757e-01	6.757e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.757e-01	6.757e-01	6.757e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.562e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.545e-01	8.545e-01	8.545e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.714e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.310e-01	7.310e-01	7.310e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.310e-01	7.310e-01	7.310e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.883e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.202e-01	7.202e-01	7.202e-01	nan	nan	nan	nan	nan	nan	7.202e-01	7.202e-01	7.202e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.163e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.213e+00	1.213e+00	1.213e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.169e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.176e+00	1.176e+00	1.176e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.215e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.052e-01	9.052e-01	9.052e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.052e-01	9.052e-01	9.052e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.439e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.523e+00	1.523e+00	1.523e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.964e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.414e+00	3.414e+00	3.414e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
5.018e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.177e+00	1.177e+00	1.177e+00	nan	nan	nan	nan	nan	nan	1.177e+00	1.177e+00	1.177e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.130e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.140e+00	1.140e+00	1.140e+00	nan	nan	nan	nan	nan	nan	1.140e+00	1.140e+00	1.140e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
6.661e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.358e+00	1.358e+00	1.358e+00	nan	nan	nan	nan	nan	nan	1.358e+00	1.358e+00	1.358e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-4.177e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.884e-02	5.884e-02	5.884e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
9.391e-04	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.881e-01	1.881e-01	1.881e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.277e-03	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.350e-01	3.350e-01	3.350e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.169e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.879e-01	3.879e-01	3.879e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
4.996e-02	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4.925e-01	4.925e-01	4.925e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.359e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	5.568e-01	5.568e-01	5.568e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.551e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.007e-01	6.007e-01	6.007e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.746e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	6.535e-01	6.535e-01	6.535e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
1.774e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	7.902e-01	7.902e-01	7.902e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.113e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.083e-01	8.083e-01	8.083e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
2.969e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	8.281e-01	8.281e-01	8.281e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.432e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9.873e-01	9.873e-01	9.873e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.556e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.132e+00	1.132e+00	1.132e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.698e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.348e+00	1.348e+00	1.348e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
3.900e-01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.258e+00	2.258e+00	2.258e+00	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
